0,0,0.04,0.02,0.6,0,0.67,0
0,0,0.095525125,0,0.1788385,0.270349,0.233675875,0.529468625
0,0,0.72868,0.125569,0.251138,0.059931,0.182646,0
0.0071,0.00755,0,0.022525,0.114775,0.0298,0.0284,0.003675
0.01,0.01,0.01,0.01,0.01,0.0025,0.02,0
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0,0
0.01,0,0.01,0.005,0.01,0,0.02,0
0.01,0.01,0.01,0,0.01,0.01,0.02,0.01
0.01,0.01,0.01,0.01,0.01,0,0.02,0
0.01,0,0.01,0,0.01,0,0.02,0
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0.015,0
0.01,0.01,0.01,0.01,0.01,0,0,0
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0,0,0
0.01,0,0.01,0.01,0.01,0,0.02,0
0.01,0.01,0.01,0.0095,0.01,0.01,0.0175,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0.02,0.01
0.01,0.01,0.01,0,0.01,0,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0.01666666667,0.002222222222
0.01,0.01,0.01,0.01,0.01,0,0.015,0
0.01,0.01,0.01,0.01,0.01,0,0.01,0
0.01,0,0.01,0.01,0.01,0.01,0.02,0
0.01,0.006666666667,0.01,0.01,0.01,0,0.01666666667,0
0.01,0.01,0.01,0.01,0.01,0,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0.015,0
0.01,0.01,0.01,0.01,0.01,0,0.01,0
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.0075
0.01,0.005,0.01,0.01,0.01,0.01,0.02,0
0.01,0,0.01,0.01,0.01,0,0.01,0
0.01,0.01,0.01,0.01,0.01,0,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0,0
0.01,0.01,0.01,0.01,0.01,0,0.02,0
0.01,0.01,0.01,0.01,0,0,0.01666666667,0
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0
0.01,0.01,0.01,0.01,0.01,0.005,0.0175,0.01
0.01,0.01,0.01,0.008888888889,0.01,0.01,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0.02,0
0.01,0,0.01,0.006666666667,0.01,0.006666666667,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0.02,0
0.01,0,0,0.01,0.01,0.01,0.01,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0
0.01,0.009,0.01,0.009,0.01,0.004,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0.02,0
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0
0.01,0.01,0.01,0.005,0.01,0,0.01,0
0.01,0.01,0.01,0.01,0.01,0,0.01810810811,0.004864864865
0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01
0.01,0.01,0.01,0.01,0.01,0,0.02,0
0.01,0.01,0.01,0.01,0.01,0,0.02,0.01
0.01755831131,0.006666666667,0.05479459912,0.02776319461,0.8458638033,0.0390017556,0.2518928283,0
0.021,0.007,0.085,0.039,0.69,0.009,0.183,0.015
0.021,0.027,0.004,0.006,0.032,0,0.003,0
0.02957948087,0.01056398951,0.286597,0.05057507777,1.060983503,0.01159351552,0.4663018114,0.015
0.03,0,0.06,0.05,0.13,0.01,0.31,0
0.03661913762,0.01118425213,0.1581364772,0.0378824255,0.1567276119,0.08814154273,0.3139955554,0.4633694642
0.04031138254,0.01,0.1541875499,0.03149001579,1.8500698,0.02581524738,1.260246097,0
0.0412,0,0.1531,0.07605,0.5638,0.045,0.2309,0.0148
0.042,0.026,0.019,0,0.848,0,0.235,0
0.043335,0.023925,0.0614375,0.029935,0.62465,0,0.2373,0.03
0.044,0.012,0.286,0.118,0.705,0,0.076,0.002
0.044,0.026,0.062,0.03,0.58,0.06,0.126,0.27
0.045,0,0.175,0.06,0.465,0,0.825,0.06
